Key,Value,source_file
CRL,Container Lease,DE-152-4010-X12.json
CSD,"Courier, Same Day",DE-152-4010-X12.json
CSP,Government Caboose - Service for carrier-furnished caboose for use by government personnel,DE-152-4010-X12.json
CTL,Controlled Atmosphere,DE-152-4010-X12.json
CTM,Container Mounting - Carrier mounts container onto chassis,DE-152-4010-X12.json
CTR,Circuitous Routing,DE-152-4010-X12.json
CUF,Currency Adjustment - Break Bulk,DE-152-4010-X12.json
CW,Bill Consignee for Weigh Charges,DE-152-4010-X12.json
CX,Top Load Only,DE-152-4010-X12.json
CY,Certification that this Shipment is for Recycling as Defined in Applicable Tariffs Containing Such Provisions,DE-152-4010-X12.json
DA,Dangerous,DE-152-4010-X12.json
DBL,Double Wide Separate and Reassemble - The additional service charge or order for a transportation carrier to separate each unit of a double-wide mobile home and prepare for movement and reassemble the double-wide mobile home after transportation from one location to another has been performed,DE-152-4010-X12.json
DBP,Delivery of Fuel From Barge to Pipeline,DE-152-4010-X12.json
DCS,DOD Constant Surveillance Service,DE-152-4010-X12.json
DDN,Dual Driver with National Agency Check - A type of security service where a carrier must allow the government to perform a National Agency Check (NAC) on all personnel involved in a government shipment,DE-152-4010-X12.json
DDP,Dual Driver Protective Service,DE-152-4010-X12.json
DDS,Direct Delivery,DE-152-4010-X12.json
DDZ,Drayage at Port of Debarkation (Rate Zone),DE-152-4010-X12.json
DE,Demurrage,DE-152-4010-X12.json
DEL,Delivery Service,DE-152-4010-X12.json
DEP,Detention of Conveying Equipment and the Power Unit - May be ordered by consignee at time of loading,DE-152-4010-X12.json
DET,Detention of Conveying Equipment Excluding the Power Unit - May be ordered at time of loading,DE-152-4010-X12.json
DEZ,Drayage at Port of Embarkation (Rate Zone),DE-152-4010-X12.json
DFD,Keep From Freezing Percent Differential,DE-152-4010-X12.json
DFM,410 Dromedary with Mechanical Restraining Devices - A service where the carrier furnishes a 410 cubic foot dromedary which is equipped with properly installed mechanical restraints and devices for the blocking and bracing of freight,DE-152-4010-X12.json
DFS,"410 Dromedary - Demountable 410 cu. ft. shipping container that can be fastened to the chassis of a truck, tractor, or flat bed",DE-152-4010-X12.json
DIS,Distribution Service Requested,DE-152-4010-X12.json
DLP,Delivery of Fuel From Rail Tank Car to Pipeline,DE-152-4010-X12.json
DLR,Notify Shipper Immediately if Shipment is Delayed en Route,DE-152-4010-X12.json
DM,Domestic,DE-152-4010-X12.json
DN,Shipper Authorization Required for Diversion or Consignment,DE-152-4010-X12.json
DNC,Do Not Couple to Other Diaphragmed Cars,DE-152-4010-X12.json
DNF,Do Not Freeze - Specifies that the temperature of a shipment must not go below the freezing point during transit,DE-152-4010-X12.json
DNT,Do Not Couple to Tank Cars,DE-152-4010-X12.json
DOC,Documentation - Special - Carrier creates special shipper documentation,DE-152-4010-X12.json
DOV,Container Diversion,DE-152-4010-X12.json
DPB,Delivery of Fuel From Pipeline to Barge,DE-152-4010-X12.json
DPD,Drayage at Port of Debarkation,DE-152-4010-X12.json
DPE,Drayage at Port of Embarkation,DE-152-4010-X12.json
DPL,Delivery of Fuel From Pipeline to Rail Tank Car,DE-152-4010-X12.json
DPT,Delivery of Fuel From Pipeline to Tank Truck or Trailer,DE-152-4010-X12.json
DPU,Detention With Power Units (30 minute periods),DE-152-4010-X12.json
DR,Drop Yard,DE-152-4010-X12.json
DRO,Drop-Off Delivery,DE-152-4010-X12.json
DRU,Drumming Service - Carrier responsible for transferring product into drums at the point of delivery,DE-152-4010-X12.json
DS,Delivery Only on Surrender of Written Order,DE-152-4010-X12.json
DSK,Do Not Couple to Double Shelf Couples,DE-152-4010-X12.json
DSM,Dromedary with Mechanical Restraining Devices - A service where the carrier furnishes a regular size dromedary which is equipped with properly installed mechanical restraints and devices for the blocking and bracing of freight,DE-152-4010-X12.json
DSR,Dromedary Service Requested,DE-152-4010-X12.json
DSV,Door Side Vanning - The cargo is to be placed in the container adjacent to the door,DE-152-4010-X12.json
DT,Dead in Tow,DE-152-4010-X12.json
DTB,Labor Associated with Detention of Conveying Equipment - May be ordered by shipper at time of loading,DE-152-4010-X12.json
DTP,Delivery of Fuel From Tank Truck or Trailer to Pipeline,DE-152-4010-X12.json
DTV,Detention (Vehicle) - Rail service when rail owned/leased trailers/containers on flat cars are detained for loading/unloading,DE-152-4010-X12.json
DU,Do Not Uncouple,DE-152-4010-X12.json
DV,Equipment,DE-152-4010-X12.json
DW,Destination Weights Apply,DE-152-4010-X12.json
DWP,Detention With Power Units (60 minute periods),DE-152-4010-X12.json
EAX,"Extra Axles - The additional service charge or order for a transportation carrier to install and rent an axle with wheels, tires and brakes required for the transportation of a mobile home",DE-152-4010-X12.json
ECR,Escort/Courier Service,DE-152-4010-X12.json
ECS,Empty Railcar Ordered But Not Used,DE-152-4010-X12.json
ED,Excessive Dimensions - Equipment exceeds operating restrictions but is not considered high/wide in interline movement,DE-152-4010-X12.json
EDD,Equipment Hose at Destination - Service for supplying special hose equipment for dispatching bulk fuel at destination,DE-152-4010-X12.json
EDO,Equipment Hose at Origin - Service for supplying special hose equipment for dispatching bulk fuel at origin,DE-152-4010-X12.json
EE,Electronic Equipment Transfer,DE-152-4010-X12.json
EED,Exclusive Use - Charge when vehicle furnished is devoted exclusively to transportation of a shipment without breaking of seals,DE-152-4010-X12.json
EL,Environmental Control Limits - The items contained in the shipment are subject to environmental controls whose limits are specified in the contract,DE-152-4010-X12.json
ELS,Extra Lights - Motor service when a state agency requires extra lights be placed on an overdimensional shipment,DE-152-4010-X12.json
EMR,Emergency Service - Carrier provides special services in case of emergency,DE-152-4010-X12.json
EMT,Empty Movement - Motor service when empty movement of equipment is required,DE-152-4010-X12.json
END,Endorsement,DE-152-4010-X12.json
EP,Expedite,DE-152-4010-X12.json
ER,Return Empty Via Reverse Route,DE-152-4010-X12.json
ERS,Empty Return - Motor service when empty equipment is returned from the destination to point of origin,DE-152-4010-X12.json
ERT,Satisfactory Service Standards,DE-152-4010-X12.json
EV,Damages Incurred if Shipment Fails to Meet Vessel Loading,DE-152-4010-X12.json
EW,Excessive Weight,DE-152-4010-X12.json
EX,Explosive Flammable Gas,DE-152-4010-X12.json
EXC,Exclusive Use of Vehicle,DE-152-4010-X12.json
EXD,Extra Driver,DE-152-4010-X12.json
EXL,Extra Length Surcharge,DE-152-4010-X12.json
EXO,Export Preparation - Carrier must prepare shipment for export,DE-152-4010-X12.json
EXP,Expedited Rates Applied,DE-152-4010-X12.json
EXQ,Expedited Service - Motor service for the immediate dispatch of equipment in continuous line-haul service to meet delivery schedules,DE-152-4010-X12.json
EXT,Extra Labor - Carrier must supply additional labor,DE-152-4010-X12.json
EXU,Exclusive Use of Vehicle Damaged,DE-152-4010-X12.json
EXZ,"Expand Remove and Install - The additional service charge or order for a transportation carrier to prepare, separate, and seal an expando room attached to a mobile home prior to movement and secure the room at destination after the transportation from one location to another has been performed",DE-152-4010-X12.json
EZE,Roadway Easy Rates Applied,DE-152-4010-X12.json
FA,"Face ""A-end"" to Head of Train",DE-152-4010-X12.json
FAK,Barge Freight All Kinds Service,DE-152-4010-X12.json
FAS,Firearms,DE-152-4010-X12.json
FB,"Face ""B-end"" to Head of Train",DE-152-4010-X12.json
FC,"Moving Under ""For Furtherance Instructions"" and May Be Delivered",DE-152-4010-X12.json
FCS,Furnishing Chassis - Rail service when chassis are furnished by carrier to effect pickup or delivery of containers on flat cars,DE-152-4010-X12.json
FD,Full Service,DE-152-4010-X12.json
FFC,Fuel Filters Furnished by Carrier,DE-152-4010-X12.json
FFS,Fuel Filters Furnished by Shipper,DE-152-4010-X12.json
FG,Flammable Gas,DE-152-4010-X12.json
FL,Flammable,DE-152-4010-X12.json
FLS,Flatrack Surcharge,DE-152-4010-X12.json
FP,Flammable Poison Gas,DE-152-4010-X12.json
FPT,For Processing in Transit,DE-152-4010-X12.json
FR,Fragile - Handle with Care,DE-152-4010-X12.json
FRZ,Accepted by Carrier at Owner's Risk of Freezing,DE-152-4010-X12.json
FS,Nontransit Flat Shipment,DE-152-4010-X12.json
FST,For Storage in Transit,DE-152-4010-X12.json
FTR,Filtration Service - Service for providing pipeline filtration service,DE-152-4010-X12.json
GI,Grain Inspection,DE-152-4010-X12.json
GMS,Garment Surcharge,DE-152-4010-X12.json
GOC,Government-Owned Containers - The additional service charge or order for a transportation carrier to utilize containers provided by the U. S. Government for movement of used personal property belongings to U. S. Government employees,DE-152-4010-X12.json
GSP,Government Guard Car - Service for carrier-furnished guard car for use by government personnel,DE-152-4010-X12.json
GSS,Greater Security Service,DE-152-4010-X12.json
HAL,Hold at Location,DE-152-4010-X12.json
HAN,Handling,DE-152-4010-X12.json
HBR,Hand Brakes at Each End Must Be Released,DE-152-4010-X12.json
HDH,Shipment Holdover for Holidays - Shipments may be held over on holidays for delivery the following normal workday morning when requested by the shipper; applicable for perishable subsistence,DE-152-4010-X12.json
HDW,Shipment Holdover for Weekends - Friday pickups may be held over for Monday morning delivery when requested by the shipper for the convenience of the consignee; applicable for perishable subsistence,DE-152-4010-X12.json
HE,Head End Car,DE-152-4010-X12.json
HEA,Heat in Transit - Carrier required to keep product heated during transit,DE-152-4010-X12.json
HES,Heat - Special - Carrier required to keep product heated during transit in accordance with special instructions provided,DE-152-4010-X12.json
HET,Heat With Steam - Carrier required to keep product heated with steam during transit,DE-152-4010-X12.json
HH,Household,DE-152-4010-X12.json
HM,Endorsed as Hazardous Material,DE-152-4010-X12.json
HMA,Accessible Hazardous Material,DE-152-4010-X12.json
HMI,Inaccessible Hazardous Material,DE-152-4010-X12.json
HO,Hold for Orders,DE-152-4010-X12.json
HOL,Sunday or Holiday Pickup or Delivery,DE-152-4010-X12.json
HOR,24 Hour Availability - Loading and unloading site is open 24 hours a day,DE-152-4010-X12.json
HOS,Hose,DE-152-4010-X12.json
HOX,Special Hose,DE-152-4010-X12.json
HP,Heated Prior to Loading,DE-152-4010-X12.json
HQT,High Cube Trailer Rates,DE-152-4010-X12.json
HR,Home for Repair,DE-152-4010-X12.json
HRS,Heater or Refrigeration - Rail service when shipments of commodities require protective service from the heat or cold,DE-152-4010-X12.json
HT,Heat,DE-152-4010-X12.json
HTI,Hitch Installation,DE-152-4010-X12.json
HV,High Value Load,DE-152-4010-X12.json
HW,High Wide Load,DE-152-4010-X12.json
HZC,Hazardous Materials Surcharge,DE-152-4010-X12.json
HZD,Hazardous Cargo On Deck,DE-152-4010-X12.json
IB,In-bond,DE-152-4010-X12.json
IC,Ice,DE-152-4010-X12.json
ID,Shipment to be Inspected at Destination and Disposition Instructions will be Furnished,DE-152-4010-X12.json
IDC,Idler Car,DE-152-4010-X12.json
IDL,Inside Delivery,DE-152-4010-X12.json
IIH,Icing Inhibitor Service,DE-152-4010-X12.json
IM,Interoffice Move,DE-152-4010-X12.json
IMP,Impactographs - Motor service when impactographs are provided at the request of the shipper or consignee,DE-152-4010-X12.json
IMS,Intermodal Shipment Service,DE-152-4010-X12.json
INT,Intra-Plant Move - Carrier requested to provide equipment and labor for intra-plant work,DE-152-4010-X12.json
IP,Import Shipment,DE-152-4010-X12.json
IPU,Inside Pickup,DE-152-4010-X12.json
IR,Rail Incentive Rate,DE-152-4010-X12.json
IS,Surveillance Service,DE-152-4010-X12.json
ITS,Interline Transfer Service,DE-152-4010-X12.json
JIT,Just-In-Time (JIT),DE-152-4010-X12.json
JLX,Joint Line Exception,DE-152-4010-X12.json
JS,Junction Settlement Account,DE-152-4010-X12.json
KEG,Certification that the Containers Being Returned Empty Were Received Filled by Rail Freight Service,DE-152-4010-X12.json
KMD,Keep Material Dry,DE-152-4010-X12.json
LAB,Labor Disturbance - Labor disturbance at plant,DE-152-4010-X12.json
LAY,Layover - Carrier equipment and driver required to layover,DE-152-4010-X12.json
LB,Land Bridge (Import/Export),DE-152-4010-X12.json
LBL,Apply a Uniform Code Council/International Article Numbering Association (UCC/EAN) Serial Shipping Container Label to the Shipping Containers,DE-152-4010-X12.json
LBR,Light Bar Service,DE-152-4010-X12.json
LBT,Low Boy Trailer/Flat Bed,DE-152-4010-X12.json
LC,Car Trip Leased to Consignee,DE-152-4010-X12.json
LC2,Land Currency Adjustment Factor - 20 Foot Container,DE-152-4010-X12.json
LC4,Land Currency Adjustment - 40 Foot Container,DE-152-4010-X12.json
LCL,Percent Differential - Less Than Container,DE-152-4010-X12.json
LD,Loading Devices,DE-152-4010-X12.json
LEC,Less Than Container,DE-152-4010-X12.json
LF,Loaded to Full Visible Capacity,DE-152-4010-X12.json
LFD,Linehaul from Port of Debarkation,DE-152-4010-X12.json
LHS,"Linehaul Service - The additional service charge or order for a transportation carrier to provide special linehaul services; i.e. to or from a temporary storage site, for used household goods not included in the normal transportation from origin to destination locations",DE-152-4010-X12.json
LIE,Liability of Carrier,DE-152-4010-X12.json
LMD,Liner Terms at Port of Debarkation,DE-152-4010-X12.json
LME,Liner Terms at Port of Embarkation,DE-152-4010-X12.json
LN,"Less Than Container, Consolidator Load",DE-152-4010-X12.json
LP,Protect Lowest Through Rate,DE-152-4010-X12.json
LPD,Linehaul Percent Differential,DE-152-4010-X12.json
LR,"Less Than Container, Factory Load",DE-152-4010-X12.json
LS,Local Service Only,DE-152-4010-X12.json
LT,Less Than Full Carload,DE-152-4010-X12.json
LTE,Linehaul To Port of Embarkation,DE-152-4010-X12.json
LTT,Less Than Truckload,DE-152-4010-X12.json
LYC,Layover Service,DE-152-4010-X12.json
MAT,Modified Atmosphere,DE-152-4010-X12.json
MC,Person in Charge of Car,DE-152-4010-X12.json
MEN,Escort Service with Overnight Subsistence - Motor service when movement hour restrictions require an escort vehicle driver or flagmen to stay overnight,DE-152-4010-X12.json
MES,Escort,DE-152-4010-X12.json
MET,Escort Services (Telephone) - Motor service when shipper/consignee requests that vehicles be equipped with mobile telephones or two-way radios,DE-152-4010-X12.json
MF,Cleared for Border Crossing,DE-152-4010-X12.json
MIN,Insulated,DE-152-4010-X12.json
MNS,Motor Surveillance Service,DE-152-4010-X12.json
MOT,Other,DE-152-4010-X12.json
MP,Multiple Pickup,DE-152-4010-X12.json
MR,Mechanical Refrigeration,DE-152-4010-X12.json
MRF,Refrigerated,DE-152-4010-X12.json
MSS,Motor Surveillance Service,DE-152-4010-X12.json
MTE,Military Traffic Expediting Service,DE-152-4010-X12.json
MVS,Special Motor Surveillance - Motor security service which provides shipper with extraordinary visibility of their shipments in transit,DE-152-4010-X12.json
NC,Notify Consignee Before Delivery,DE-152-4010-X12.json
ND,Do Not Divert,DE-152-4010-X12.json
NE,No Special Entrainment Required,DE-152-4010-X12.json
NH,Do Not Hump,DE-152-4010-X12.json
NHC,Do not Hump or Hump into,DE-152-4010-X12.json
NHL,Do Not Use Helper Locomotive to Push,DE-152-4010-X12.json
NI,New Equipment First Transborder Movement,DE-152-4010-X12.json
NP,Do Not Pool,DE-152-4010-X12.json
NPR,No Placards Required,DE-152-4010-X12.json
NS,Notify Shipper Before Reconsignment,DE-152-4010-X12.json
NSV,Nose Side Vanning - The cargo is to be placed in the container at the end furthest from the door,DE-152-4010-X12.json
NT,Do Not Transfer Contents,DE-152-4010-X12.json
NW,In Case of Fire Do Not Use Water,DE-152-4010-X12.json
NX,Not for Export,DE-152-4010-X12.json
OAH,Stow Away from Heat - The container is to be stowed away from any source of heat,DE-152-4010-X12.json
OBL,Block Stowage,DE-152-4010-X12.json
OCA,Cargo Aboard,DE-152-4010-X12.json
OCL,Carrier Load and Consignee Unload,DE-152-4010-X12.json
OCN,Over Height Container,DE-152-4010-X12.json
OCS,Completing Shipment,DE-152-4010-X12.json
OCV,Delivery Verification Not Required,DE-152-4010-X12.json
ODI,Stow with Doors Facing Inward - The container is to be stowed with the doors facing towards the midline of the vessel,DE-152-4010-X12.json
OEH,Exempt Commodity,DE-152-4010-X12.json
OFH,In Front of House Stowage - The container is to be stowed on deck forward of the superstructure of the vessel,DE-152-4010-X12.json
OFU,Fumigation - The additional service charge or order for a transportation carrier to fumigate a household goods shipment that is insect infested,DE-152-4010-X12.json
OHC,Harmless,DE-152-4010-X12.json
OIL,Oil Field Service - Special services required to deliver freight at oil field site,DE-152-4010-X12.json
ONC,Use No Hooks,DE-152-4010-X12.json
ONS,Not Restricted Cargo,DE-152-4010-X12.json
OOB,Cargo on Board Certification Required,DE-152-4010-X12.json
OOD,On Deck Stowage,DE-152-4010-X12.json
OOL,Carrier Load and Carrier Unload,DE-152-4010-X12.json
